date,season,time_slot,home_id,sanctioned_load_watts,temperature_c,humidity_pct,appliance_name,category,priority,quantity,power_watts_each,total_power_watts,usage_hours,units_consumed,simultaneous_load_kw,optimized_action,reason,bill_amount_rs,target
2025-03-16,Summer,Morning,HOME_003,2000,27.0,45,Mixer,delay_sensitive,Non-essential,1,750,750,0.7,0.525,1.5,No optimization needed,Usage within normal comfort and load range.,3.04,No_Action
2025-03-16,Summer,Morning,HOME_003,2000,27.0,45,Washing Machine,delay_sensitive,Non-essential,1,500,500,0.5,0.25,1.5,No optimization needed,Usage within normal comfort and load range.,1.45,No_Action
2025-03-16,Summer,Morning,HOME_003,2000,27.0,45,Water Purifier,always_on,Essential,1,50,50,1.8,0.09,1.5,No optimization needed,Water Purifier is an essential appliance.,0.52,No_Action
2025-03-16,Summer,Morning,HOME_003,2000,27.0,45,WiFi,always_on,Essential,1,10,10,24.0,0.24,1.5,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-03-16,Summer,Night,HOME_003,2000,24.0,35,Fridge,always_on,Essential,1,150,150,24.0,3.6,0.23,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-03-16,Summer,Night,HOME_003,2000,24.0,35,Lights,light,Non-essential,2,9,18,4.8,0.086,0.23,No optimization needed,Usage within normal comfort and load range.,0.5,No_Action
2025-03-16,Summer,Night,HOME_003,2000,24.0,35,Water Purifier,always_on,Essential,1,50,50,1.3,0.065,0.23,No optimization needed,Water Purifier is an essential appliance.,0.38,No_Action
2025-03-16,Summer,Night,HOME_003,2000,24.0,35,WiFi,always_on,Essential,1,10,10,24.0,0.24,0.23,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-03-19,Summer,Afternoon,HOME_001,3000,29.0,49,Fans,cool,Non-essential,1,75,75,5.5,0.412,1.49,No optimization needed,Usage within normal comfort and load range.,2.39,No_Action
2025-03-19,Summer,Afternoon,HOME_001,3000,29.0,49,Fridge,always_on,Essential,1,150,150,24.0,3.6,1.49,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-03-19,Summer,Afternoon,HOME_001,3000,29.0,49,Oven,delay_sensitive,Non-essential,1,1200,1200,0.9,1.08,1.49,No optimization needed,Usage within normal comfort and load range.,6.26,No_Action
2025-03-19,Summer,Afternoon,HOME_001,3000,29.0,49,Water Purifier,always_on,Essential,1,50,50,1.2,0.06,1.49,No optimization needed,Water Purifier is an essential appliance.,0.35,No_Action
2025-03-19,Summer,Afternoon,HOME_001,3000,29.0,49,WiFi,always_on,Essential,1,10,10,24.0,0.24,1.49,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-03-19,Summer,Evening,HOME_001,3000,24.0,53,Fridge,always_on,Essential,1,150,150,24.0,3.6,2.86,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-03-19,Summer,Evening,HOME_001,3000,24.0,53,Geyser,heat_water,Medium,1,2000,2000,0.5,1.0,2.86,Avoid simultaneous heavy appliance usage,Combined load 2.86kW is close to the 3000W sanctioned limit.,5.8,Suggest_OFF
2025-03-19,Summer,Evening,HOME_001,3000,24.0,53,Lights,light,Non-essential,3,9,27,2.2,0.059,2.86,No optimization needed,Usage within normal comfort and load range.,0.34,No_Action
2025-03-19,Summer,Evening,HOME_001,3000,24.0,53,TV,neutral,Non-essential,1,120,120,2.7,0.324,2.86,No optimization needed,Usage within normal comfort and load range.,1.88,No_Action
2025-03-19,Summer,Evening,HOME_001,3000,24.0,53,Washing Machine,delay_sensitive,Non-essential,1,500,500,1.0,0.5,2.86,Delay Washing Machine usage due to overload risk,Combined load 2.86kW is high; delaying Washing Machine reduces peak load.,2.9,Delay_Load
2025-03-19,Summer,Evening,HOME_001,3000,24.0,53,Water Purifier,always_on,Essential,1,50,50,1.1,0.055,2.86,No optimization needed,Water Purifier is an essential appliance.,0.32,No_Action
2025-03-19,Summer,Evening,HOME_001,3000,24.0,53,WiFi,always_on,Essential,1,10,10,24.0,0.24,2.86,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-03-19,Summer,Morning,HOME_001,3000,28.0,40,AC,cool,Non-essential,1,1500,1500,2.4,3.6,3.2,Avoid simultaneous heavy appliance usage,Combined load 3.2kW is close to the 3000W sanctioned limit.,20.88,Delay_Load
2025-03-19,Summer,Morning,HOME_001,3000,28.0,40,Cooler,cool,Non-essential,1,200,200,5.0,1.0,3.2,No optimization needed,Usage within normal comfort and load range.,5.8,No_Action
2025-03-19,Summer,Morning,HOME_001,3000,28.0,40,Fans,cool,Non-essential,1,75,75,3.4,0.255,3.2,No optimization needed,Usage within normal comfort and load range.,1.48,No_Action
2025-03-19,Summer,Morning,HOME_001,3000,28.0,40,Fridge,always_on,Essential,1,150,150,24.0,3.6,3.2,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-03-19,Summer,Morning,HOME_001,3000,28.0,40,Lights,light,Non-essential,2,9,18,3.2,0.058,3.2,No optimization needed,Usage within normal comfort and load range.,0.34,No_Action
2025-03-19,Summer,Morning,HOME_001,3000,28.0,40,Oven,delay_sensitive,Non-essential,1,1200,1200,0.9,1.08,3.2,Delay Oven usage due to overload risk,Combined load 3.2kW is high; delaying Oven reduces peak load.,6.26,Delay_Load
2025-03-19,Summer,Morning,HOME_001,3000,28.0,40,Water Purifier,always_on,Essential,1,50,50,2.0,0.1,3.2,No optimization needed,Water Purifier is an essential appliance.,0.58,No_Action
2025-03-19,Summer,Morning,HOME_001,3000,28.0,40,WiFi,always_on,Essential,1,10,10,24.0,0.24,3.2,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-03-19,Summer,Night,HOME_001,3000,27.0,53,Fridge,always_on,Essential,1,150,150,24.0,3.6,0.36,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-03-19,Summer,Night,HOME_001,3000,27.0,53,Lights,light,Non-essential,3,9,27,4.7,0.127,0.36,No optimization needed,Usage within normal comfort and load range.,0.74,No_Action
2025-03-19,Summer,Night,HOME_001,3000,27.0,53,TV,neutral,Non-essential,1,120,120,1.4,0.168,0.36,No optimization needed,Usage within normal comfort and load range.,0.97,No_Action
2025-03-19,Summer,Night,HOME_001,3000,27.0,53,Water Purifier,always_on,Essential,1,50,50,1.3,0.065,0.36,No optimization needed,Water Purifier is an essential appliance.,0.38,No_Action
2025-03-19,Summer,Night,HOME_001,3000,27.0,53,WiFi,always_on,Essential,1,10,10,24.0,0.24,0.36,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-03-20,Summer,Afternoon,HOME_001,3000,28.0,48,Cooler,cool,Non-essential,1,200,200,5.6,1.12,3.1,No optimization needed,Usage within normal comfort and load range.,6.5,No_Action
2025-03-20,Summer,Afternoon,HOME_001,3000,28.0,48,Fans,cool,Non-essential,1,75,75,3.1,0.233,3.1,No optimization needed,Usage within normal comfort and load range.,1.35,No_Action
2025-03-20,Summer,Afternoon,HOME_001,3000,28.0,48,Fridge,always_on,Essential,1,150,150,24.0,3.6,3.1,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-03-20,Summer,Afternoon,HOME_001,3000,28.0,48,Geyser,heat_water,Medium,1,2000,2000,0.7,1.4,3.1,Avoid simultaneous heavy appliance usage,Combined load 3.1kW is close to the 3000W sanctioned limit.,8.12,Delay_Load
2025-03-20,Summer,Afternoon,HOME_001,3000,28.0,48,TV,neutral,Non-essential,1,120,120,1.5,0.18,3.1,No optimization needed,Usage within normal comfort and load range.,1.04,No_Action
2025-03-20,Summer,Afternoon,HOME_001,3000,28.0,48,Washing Machine,delay_sensitive,Non-essential,1,500,500,1.5,0.75,3.1,Delay Washing Machine usage due to overload risk,Combined load 3.1kW is high; delaying Washing Machine reduces peak load.,4.35,Delay_Load
2025-03-20,Summer,Afternoon,HOME_001,3000,28.0,48,Water Purifier,always_on,Essential,1,50,50,0.6,0.03,3.1,No optimization needed,Water Purifier is an essential appliance.,0.17,No_Action
2025-03-20,Summer,Afternoon,HOME_001,3000,28.0,48,WiFi,always_on,Essential,1,10,10,24.0,0.24,3.1,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-03-20,Summer,Evening,HOME_001,3000,30.0,53,Fans,cool,Non-essential,1,75,75,3.5,0.263,3.09,No optimization needed,Usage within normal comfort and load range.,1.53,No_Action
2025-03-20,Summer,Evening,HOME_001,3000,30.0,53,Fridge,always_on,Essential,1,150,150,24.0,3.6,3.09,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-03-20,Summer,Evening,HOME_001,3000,30.0,53,Geyser,heat_water,Medium,1,2000,2000,0.5,1.0,3.09,Avoid simultaneous heavy appliance usage,Combined load 3.09kW is close to the 3000W sanctioned limit.,5.8,Delay_Load
2025-03-20,Summer,Evening,HOME_001,3000,30.0,53,Lights,light,Non-essential,6,9,54,3.4,0.184,3.09,No optimization needed,Usage within normal comfort and load range.,1.07,No_Action
2025-03-20,Summer,Evening,HOME_001,3000,30.0,53,Mixer,delay_sensitive,Non-essential,1,750,750,0.5,0.375,3.09,Delay Mixer usage due to overload risk,Combined load 3.09kW is high; delaying Mixer reduces peak load.,2.17,Delay_Load
2025-03-20,Summer,Evening,HOME_001,3000,30.0,53,Water Purifier,always_on,Essential,1,50,50,1.1,0.055,3.09,No optimization needed,Water Purifier is an essential appliance.,0.32,No_Action
2025-03-20,Summer,Evening,HOME_001,3000,30.0,53,WiFi,always_on,Essential,1,10,10,24.0,0.24,3.09,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-03-20,Summer,Morning,HOME_001,3000,24.0,42,Fans,cool,Non-essential,1,75,75,4.7,0.352,2.48,No optimization needed,Usage within normal comfort and load range.,2.04,No_Action
2025-03-20,Summer,Morning,HOME_001,3000,24.0,42,Fridge,always_on,Essential,1,150,150,24.0,3.6,2.48,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-03-20,Summer,Morning,HOME_001,3000,24.0,42,Iron Box,delay_sensitive,Non-essential,1,1000,1000,0.9,0.9,2.48,No optimization needed,Usage within normal comfort and load range.,5.22,No_Action
2025-03-20,Summer,Morning,HOME_001,3000,24.0,42,Oven,delay_sensitive,Non-essential,1,1200,1200,1.2,1.44,2.48,No optimization needed,Usage within normal comfort and load range.,8.35,No_Action
2025-03-20,Summer,Morning,HOME_001,3000,24.0,42,Water Purifier,always_on,Essential,1,50,50,1.2,0.06,2.48,No optimization needed,Water Purifier is an essential appliance.,0.35,No_Action
2025-03-20,Summer,Morning,HOME_001,3000,24.0,42,WiFi,always_on,Essential,1,10,10,24.0,0.24,2.48,No optimization needed,WiFi is an essential appliance.,1.39,Delay_Load
2025-03-20,Summer,Night,HOME_001,3000,22.0,60,Fans,cool,Non-essential,1,75,75,4.4,0.33,2.53,Suggest turning OFF Fans - temperature comfortable (22.0°C),Ambient temperature 22.0°C is below the 24°C comfort threshold for cooling.,1.91,Suggest_OFF
2025-03-20,Summer,Night,HOME_001,3000,22.0,60,Fridge,always_on,Essential,1,150,150,24.0,3.6,2.53,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-03-20,Summer,Night,HOME_001,3000,22.0,60,Iron Box,delay_sensitive,Non-essential,1,1000,1000,0.7,0.7,2.53,No optimization needed,Usage within normal comfort and load range.,4.06,No_Action
2025-03-20,Summer,Night,HOME_001,3000,22.0,60,Lights,light,Non-essential,5,9,45,4.4,0.198,2.53,No optimization needed,Usage within normal comfort and load range.,1.15,No_Action
2025-03-20,Summer,Night,HOME_001,3000,22.0,60,Oven,delay_sensitive,Non-essential,1,1200,1200,1.2,1.44,2.53,No optimization needed,Usage within normal comfort and load range.,8.35,No_Action
2025-03-20,Summer,Night,HOME_001,3000,22.0,60,Water Purifier,always_on,Essential,1,50,50,0.9,0.045,2.53,No optimization needed,Water Purifier is an essential appliance.,0.26,No_Action
2025-03-20,Summer,Night,HOME_001,3000,22.0,60,WiFi,always_on,Essential,1,10,10,24.0,0.24,2.53,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-03-22,Summer,Afternoon,HOME_001,3000,24.0,52,Cooler,cool,Non-essential,1,200,200,2.2,0.44,1.99,No optimization needed,Usage within normal comfort and load range.,2.55,No_Action
2025-03-22,Summer,Afternoon,HOME_001,3000,24.0,52,Fans,cool,Non-essential,1,75,75,4.1,0.307,1.99,No optimization needed,Usage within normal comfort and load range.,1.78,No_Action
2025-03-22,Summer,Afternoon,HOME_001,3000,24.0,52,Fridge,always_on,Essential,1,150,150,24.0,3.6,1.99,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-03-22,Summer,Afternoon,HOME_001,3000,24.0,52,Iron Box,delay_sensitive,Non-essential,1,1000,1000,1.3,1.3,1.99,No optimization needed,Usage within normal comfort and load range.,7.54,No_Action
2025-03-22,Summer,Afternoon,HOME_001,3000,24.0,52,Washing Machine,delay_sensitive,Non-essential,1,500,500,0.7,0.35,1.99,No optimization needed,Usage within normal comfort and load range.,2.03,No_Action
2025-03-22,Summer,Afternoon,HOME_001,3000,24.0,52,Water Purifier,always_on,Essential,1,50,50,1.2,0.06,1.99,No optimization needed,Water Purifier is an essential appliance.,0.35,No_Action
2025-03-22,Summer,Afternoon,HOME_001,3000,24.0,52,WiFi,always_on,Essential,1,10,10,24.0,0.24,1.99,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-03-22,Summer,Evening,HOME_001,3000,29.0,48,Fans,cool,Non-essential,1,75,75,4.1,0.307,3.06,No optimization needed,Usage within normal comfort and load range.,1.78,No_Action
2025-03-22,Summer,Evening,HOME_001,3000,29.0,48,Fridge,always_on,Essential,1,150,150,24.0,3.6,3.06,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-03-22,Summer,Evening,HOME_001,3000,29.0,48,Geyser,heat_water,Medium,1,2000,2000,0.6,1.2,3.06,Avoid simultaneous heavy appliance usage,Combined load 3.06kW is close to the 3000W sanctioned limit.,6.96,Delay_Load
2025-03-22,Summer,Evening,HOME_001,3000,29.0,48,Lights,light,Non-essential,3,9,27,4.3,0.116,3.06,No optimization needed,Usage within normal comfort and load range.,0.67,No_Action
2025-03-22,Summer,Evening,HOME_001,3000,29.0,48,Mixer,delay_sensitive,Non-essential,1,750,750,1.0,0.75,3.06,Delay Mixer usage due to overload risk,Combined load 3.06kW is high; delaying Mixer reduces peak load.,4.35,Delay_Load
2025-03-22,Summer,Evening,HOME_001,3000,29.0,48,Water Purifier,always_on,Essential,1,50,50,1.9,0.095,3.06,No optimization needed,Water Purifier is an essential appliance.,0.55,No_Action
2025-03-22,Summer,Evening,HOME_001,3000,29.0,48,WiFi,always_on,Essential,1,10,10,24.0,0.24,3.06,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-03-22,Summer,Morning,HOME_001,3000,20.0,36,AC,cool,Non-essential,1,1500,1500,3.7,5.55,1.71,Suggest turning OFF AC - temperature comfortable (20.0°C),Ambient temperature 20.0°C is below the 26°C comfort threshold for cooling.,32.19,Suggest_OFF
2025-03-22,Summer,Morning,HOME_001,3000,20.0,36,Fridge,always_on,Essential,1,150,150,24.0,3.6,1.71,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-03-22,Summer,Morning,HOME_001,3000,20.0,36,Water Purifier,always_on,Essential,1,50,50,1.0,0.05,1.71,No optimization needed,Water Purifier is an essential appliance.,0.29,No_Action
2025-03-22,Summer,Morning,HOME_001,3000,20.0,36,WiFi,always_on,Essential,1,10,10,24.0,0.24,1.71,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-03-22,Summer,Night,HOME_001,3000,20.0,52,Fridge,always_on,Essential,1,150,150,24.0,3.6,1.46,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-03-22,Summer,Night,HOME_001,3000,20.0,52,Lights,light,Non-essential,6,9,54,3.1,0.167,1.46,No optimization needed,Usage within normal comfort and load range.,0.97,No_Action
2025-03-22,Summer,Night,HOME_001,3000,20.0,52,Oven,delay_sensitive,Non-essential,1,1200,1200,0.7,0.84,1.46,No optimization needed,Usage within normal comfort and load range.,4.87,No_Action
2025-03-22,Summer,Night,HOME_001,3000,20.0,52,Water Purifier,always_on,Essential,1,50,50,0.7,0.035,1.46,No optimization needed,Water Purifier is an essential appliance.,0.2,No_Action
2025-03-22,Summer,Night,HOME_001,3000,20.0,52,WiFi,always_on,Essential,1,10,10,24.0,0.24,1.46,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-03-22,Summer,Afternoon,HOME_003,2000,31.0,45,Cooler,cool,Non-essential,1,200,200,4.1,0.82,1.73,No optimization needed,Usage within normal comfort and load range.,4.76,No_Action
2025-03-22,Summer,Afternoon,HOME_003,2000,31.0,45,Fridge,always_on,Essential,1,150,150,24.0,3.6,1.73,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-03-22,Summer,Afternoon,HOME_003,2000,31.0,45,Oven,delay_sensitive,Non-essential,1,1200,1200,0.4,0.48,1.73,Avoid simultaneous heavy appliance usage,Combined load 1.73kW is close to the 2000W sanctioned limit.,2.78,Delay_Load
2025-03-22,Summer,Afternoon,HOME_003,2000,31.0,45,TV,neutral,Non-essential,1,120,120,3.4,0.408,1.73,No optimization needed,Usage within normal comfort and load range.,2.37,No_Action
2025-03-22,Summer,Afternoon,HOME_003,2000,31.0,45,Water Purifier,always_on,Essential,1,50,50,1.3,0.065,1.73,No optimization needed,Water Purifier is an essential appliance.,0.38,No_Action
2025-03-22,Summer,Afternoon,HOME_003,2000,31.0,45,WiFi,always_on,Essential,1,10,10,24.0,0.24,1.73,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-03-22,Summer,Evening,HOME_003,2000,22.0,46,Fridge,always_on,Essential,1,150,150,24.0,3.6,1.46,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-03-22,Summer,Evening,HOME_003,2000,22.0,46,Lights,light,Non-essential,5,9,45,4.5,0.203,1.46,No optimization needed,Usage within normal comfort and load range.,1.18,No_Action
2025-03-22,Summer,Evening,HOME_003,2000,22.0,46,Oven,delay_sensitive,Non-essential,1,1200,1200,0.6,0.72,1.46,No optimization needed,Usage within normal comfort and load range.,4.18,Delay_Load
2025-03-22,Summer,Evening,HOME_003,2000,22.0,46,Water Purifier,always_on,Essential,1,50,50,1.5,0.075,1.46,No optimization needed,Water Purifier is an essential appliance.,0.44,No_Action
2025-03-22,Summer,Evening,HOME_003,2000,22.0,46,WiFi,always_on,Essential,1,10,10,24.0,0.24,1.46,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-03-22,Summer,Morning,HOME_003,2000,20.0,55,Fridge,always_on,Essential,1,150,150,24.0,3.6,1.46,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-03-22,Summer,Morning,HOME_003,2000,20.0,55,Mixer,delay_sensitive,Non-essential,1,750,750,0.6,0.45,1.46,No optimization needed,Usage within normal comfort and load range.,2.61,No_Action
2025-03-22,Summer,Morning,HOME_003,2000,20.0,55,Washing Machine,delay_sensitive,Non-essential,1,500,500,1.1,0.55,1.46,No optimization needed,Usage within normal comfort and load range.,3.19,No_Action
2025-03-22,Summer,Morning,HOME_003,2000,20.0,55,Water Purifier,always_on,Essential,1,50,50,1.7,0.085,1.46,No optimization needed,Water Purifier is an essential appliance.,0.49,No_Action
2025-03-22,Summer,Morning,HOME_003,2000,20.0,55,WiFi,always_on,Essential,1,10,10,24.0,0.24,1.46,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-03-22,Summer,Night,HOME_003,2000,25.0,53,Fridge,always_on,Essential,1,150,150,24.0,3.6,0.4,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-03-22,Summer,Night,HOME_003,2000,25.0,53,Lights,light,Non-essential,8,9,72,4.7,0.338,0.4,No optimization needed,Usage within normal comfort and load range.,1.96,No_Action
2025-03-22,Summer,Night,HOME_003,2000,25.0,53,TV,neutral,Non-essential,1,120,120,2.8,0.336,0.4,No optimization needed,Usage within normal comfort and load range.,1.95,No_Action
2025-03-22,Summer,Night,HOME_003,2000,25.0,53,Water Purifier,always_on,Essential,1,50,50,0.6,0.03,0.4,No optimization needed,Water Purifier is an essential appliance.,0.17,No_Action
2025-03-22,Summer,Night,HOME_003,2000,25.0,53,WiFi,always_on,Essential,1,10,10,24.0,0.24,0.4,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-03-24,Summer,Afternoon,HOME_002,4000,33.0,51,AC,cool,Non-essential,1,1500,1500,3.5,5.25,2.8,No optimization needed,Usage within normal comfort and load range.,30.45,No_Action
2025-03-24,Summer,Afternoon,HOME_002,4000,27.0,48,Cooler,cool,Non-essential,1,200,200,3.6,0.72,1.68,No optimization needed,Usage within normal comfort and load range.,4.18,No_Action
2025-03-24,Summer,Afternoon,HOME_002,4000,33.0,51,Fans,cool,Non-essential,1,75,75,4.8,0.36,2.8,No optimization needed,Usage within normal comfort and load range.,2.09,No_Action
2025-03-24,Summer,Afternoon,HOME_002,4000,33.0,51,Fridge,always_on,Essential,1,150,150,24.0,3.6,2.8,No optimization needed,Fridge is an essential appliance.,20.88,Delay_Load
2025-03-24,Summer,Afternoon,HOME_002,4000,27.0,48,Fridge,always_on,Essential,1,150,150,24.0,3.6,1.68,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-03-24,Summer,Afternoon,HOME_002,4000,33.0,51,Iron Box,delay_sensitive,Non-essential,1,1000,1000,0.7,0.7,2.8,No optimization needed,Usage within normal comfort and load range.,4.06,No_Action
2025-03-24,Summer,Afternoon,HOME_002,4000,33.0,51,Lights,light,Non-essential,2,9,18,4.1,0.074,2.8,No optimization needed,Usage within normal comfort and load range.,0.43,No_Action
2025-03-24,Summer,Afternoon,HOME_002,4000,27.0,48,Lights,light,Non-essential,8,9,72,3.2,0.23,1.68,No optimization needed,Usage within normal comfort and load range.,1.33,No_Action
2025-03-24,Summer,Afternoon,HOME_002,4000,27.0,48,Oven,delay_sensitive,Non-essential,1,1200,1200,0.9,1.08,1.68,No optimization needed,Usage within normal comfort and load range.,6.26,No_Action
2025-03-24,Summer,Afternoon,HOME_002,4000,33.0,51,Water Purifier,always_on,Essential,1,50,50,1.0,0.05,2.8,No optimization needed,Water Purifier is an essential appliance.,0.29,No_Action
2025-03-24,Summer,Afternoon,HOME_002,4000,27.0,48,Water Purifier,always_on,Essential,1,50,50,1.3,0.065,1.68,No optimization needed,Water Purifier is an essential appliance.,0.38,Delay_Load
2025-03-24,Summer,Afternoon,HOME_002,4000,33.0,51,WiFi,always_on,Essential,1,10,10,24.0,0.24,2.8,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-03-24,Summer,Afternoon,HOME_002,4000,27.0,48,WiFi,always_on,Essential,1,10,10,24.0,0.24,1.68,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-03-24,Summer,Evening,HOME_002,4000,21.0,46,AC,cool,Non-essential,1,1500,1500,5.2,7.8,4.38,Suggest turning OFF AC - temperature comfortable (21.0°C),Ambient temperature 21.0°C is below the 26°C comfort threshold for cooling.,45.24,Suggest_OFF
2025-03-24,Summer,Evening,HOME_002,4000,20.0,54,Cooler,cool,Non-essential,1,200,200,5.8,1.16,1.24,Suggest turning OFF Cooler - temperature comfortable (20.0°C),Ambient temperature 20.0°C is below the 24°C comfort threshold for cooling.,6.73,Suggest_OFF
2025-03-24,Summer,Evening,HOME_002,4000,20.0,54,Fans,cool,Non-essential,1,75,75,2.5,0.188,1.24,Suggest turning OFF Fans - temperature comfortable (20.0°C),Ambient temperature 20.0°C is below the 24°C comfort threshold for cooling.,1.09,Suggest_OFF
2025-03-24,Summer,Evening,HOME_002,4000,21.0,46,Fridge,always_on,Essential,1,150,150,24.0,3.6,4.38,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-03-24,Summer,Evening,HOME_002,4000,20.0,54,Fridge,always_on,Essential,1,150,150,24.0,3.6,1.24,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-03-24,Summer,Evening,HOME_002,4000,21.0,46,Geyser,heat_water,Medium,1,2000,2000,0.8,1.6,4.38,Avoid simultaneous heavy appliance usage,Combined load 4.38kW is close to the 4000W sanctioned limit.,9.28,Delay_Load
2025-03-24,Summer,Evening,HOME_002,4000,21.0,46,Lights,light,Non-essential,5,9,45,2.8,0.126,4.38,No optimization needed,Usage within normal comfort and load range.,0.73,No_Action
2025-03-24,Summer,Evening,HOME_002,4000,20.0,54,Mixer,delay_sensitive,Non-essential,1,750,750,1.4,1.05,1.24,No optimization needed,Usage within normal comfort and load range.,6.09,No_Action
2025-03-24,Summer,Evening,HOME_002,4000,21.0,46,TV,neutral,Non-essential,1,120,120,1.9,0.228,4.38,No optimization needed,Usage within normal comfort and load range.,1.32,No_Action
2025-03-24,Summer,Evening,HOME_002,4000,21.0,46,Washing Machine,delay_sensitive,Non-essential,1,500,500,1.5,0.75,4.38,Delay Washing Machine usage due to overload risk,Combined load 4.38kW is high; delaying Washing Machine reduces peak load.,4.35,Delay_Load
2025-03-24,Summer,Evening,HOME_002,4000,21.0,46,Water Purifier,always_on,Essential,1,50,50,1.5,0.075,4.38,No optimization needed,Water Purifier is an essential appliance.,0.44,No_Action
2025-03-24,Summer,Evening,HOME_002,4000,20.0,54,Water Purifier,always_on,Essential,1,50,50,0.7,0.035,1.24,No optimization needed,Water Purifier is an essential appliance.,0.2,No_Action
2025-03-24,Summer,Evening,HOME_002,4000,21.0,46,WiFi,always_on,Essential,1,10,10,24.0,0.24,4.38,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-03-24,Summer,Evening,HOME_002,4000,20.0,54,WiFi,always_on,Essential,1,10,10,24.0,0.24,1.24,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-03-24,Summer,Morning,HOME_002,4000,21.0,39,Fans,cool,Non-essential,1,75,75,3.2,0.24,3.48,Suggest turning OFF Fans - temperature comfortable (21.0°C),Ambient temperature 21.0°C is below the 24°C comfort threshold for cooling.,1.39,Suggest_OFF
2025-03-24,Summer,Morning,HOME_002,4000,25.0,50,Fridge,always_on,Essential,1,150,150,24.0,3.6,0.21,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-03-24,Summer,Morning,HOME_002,4000,21.0,39,Fridge,always_on,Essential,1,150,150,24.0,3.6,3.48,No optimization needed,Fridge is an essential appliance.,20.88,No_Action
2025-03-24,Summer,Morning,HOME_002,4000,21.0,39,Iron Box,delay_sensitive,Non-essential,1,1000,1000,0.4,0.4,3.48,Delay Iron Box usage due to overload risk,Combined load 3.48kW is high; delaying Iron Box reduces peak load.,2.32,Delay_Load
2025-03-24,Summer,Morning,HOME_002,4000,21.0,39,Oven,delay_sensitive,Non-essential,1,1200,1200,1.3,1.56,3.48,Avoid simultaneous heavy appliance usage,Combined load 3.48kW is close to the 4000W sanctioned limit.,9.05,No_Action
2025-03-24,Summer,Morning,HOME_002,4000,21.0,39,Room Heater,heat,Non-essential,1,1000,1000,1.2,1.2,3.48,Suggest turning OFF Room Heater - heating not required (21.0°C),Ambient temperature 21.0°C is above the 20°C heating threshold.,6.96,Suggest_OFF
2025-03-24,Summer,Morning,HOME_002,4000,25.0,50,Water Purifier,always_on,Essential,1,50,50,1.7,0.085,0.21,No optimization needed,Water Purifier is an essential appliance.,0.49,No_Action
2025-03-24,Summer,Morning,HOME_002,4000,21.0,39,Water Purifier,always_on,Essential,1,50,50,1.9,0.095,3.48,No optimization needed,Water Purifier is an essential appliance.,0.55,No_Action
2025-03-24,Summer,Morning,HOME_002,4000,25.0,50,WiFi,always_on,Essential,1,10,10,24.0,0.24,0.21,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
2025-03-24,Summer,Morning,HOME_002,4000,21.0,39,WiFi,always_on,Essential,1,10,10,24.0,0.24,3.48,No optimization needed,WiFi is an essential appliance.,1.39,No_Action
